t, x, y, u, v
2281.0, -6.08374e+06,2.08643e+06,-2581.41,-7439.72
2282.0, -6.08632e+06,2.07899e+06,-2572.3,-7442.85
2283.0, -6.08889e+06,2.07155e+06,-2563.18,-7445.96
2284.0, -6.09145e+06,2.0641e+06,-2554.06,-7449.07
2285.0, -6.09401e+06,2.05665e+06,-2544.93,-7452.16
2286.0, -6.09655e+06,2.0492e+06,-2535.8,-7455.24
2287.0, -6.09909e+06,2.04174e+06,-2526.67,-7458.31
2288.0, -6.10162e+06,2.03428e+06,-2517.53,-7461.37
2289.0, -6.10413e+06,2.02682e+06,-2508.39,-7464.42
2290.0, -6.10664e+06,2.01936e+06,-2499.25,-7467.45
2291.0, -6.10914e+06,2.01189e+06,-2490.1,-7470.48
2292.0, -6.11163e+06,2.00442e+06,-2480.95,-7473.49
2293.0, -6.11411e+06,1.99695e+06,-2471.79,-7476.49
2294.0, -6.11658e+06,1.98947e+06,-2462.63,-7479.48
2295.0, -6.11905e+06,1.98199e+06,-2453.47,-7482.46
2296.0, -6.1215e+06,1.97451e+06,-2444.3,-7485.43
2297.0, -6.12394e+06,1.96702e+06,-2435.13,-7488.39
2298.0, -6.12638e+06,1.95953e+06,-2425.96,-7491.34
2299.0, -6.12881e+06,1.95204e+06,-2416.79,-7494.27
2300.0, -6.13122e+06,1.94455e+06,-2407.61,-7497.2
2301.0, -6.13363e+06,1.93705e+06,-2398.42,-7500.11
2302.0, -6.13603e+06,1.92955e+06,-2389.23,-7503.01
2303.0, -6.13842e+06,1.92205e+06,-2380.04,-7505.9
2304.0, -6.1408e+06,1.91454e+06,-2370.85,-7508.78
2305.0, -6.14317e+06,1.90703e+06,-2361.65,-7511.65
2306.0, -6.14553e+06,1.89952e+06,-2352.45,-7514.5
2307.0, -6.14788e+06,1.89201e+06,-2343.25,-7517.35
2308.0, -6.15023e+06,1.88449e+06,-2334.04,-7520.18
2309.0, -6.15256e+06,1.87697e+06,-2324.83,-7523
2310.0, -6.15488e+06,1.86945e+06,-2315.62,-7525.81
2311.0, -6.1572e+06,1.86192e+06,-2306.4,-7528.61
2312.0, -6.15951e+06,1.85439e+06,-2297.18,-7531.4
2313.0, -6.1618e+06,1.84686e+06,-2287.95,-7534.18
2314.0, -6.16409e+06,1.83933e+06,-2278.73,-7536.95
2315.0, -6.16637e+06,1.83179e+06,-2269.5,-7539.7
2316.0, -6.16864e+06,1.82425e+06,-2260.26,-7542.44
2317.0, -6.1709e+06,1.81671e+06,-2251.02,-7545.17
2318.0, -6.17315e+06,1.80916e+06,-2241.78,-7547.89
2319.0, -6.17539e+06,1.80162e+06,-2232.54,-7550.6
2320.0, -6.17763e+06,1.79406e+06,-2223.29,-7553.3
2321.0, -6.17985e+06,1.78651e+06,-2214.04,-7555.99
2322.0, -6.18206e+06,1.77896e+06,-2204.79,-7558.66
2323.0, -6.18427e+06,1.7714e+06,-2195.53,-7561.33
2324.0, -6.18646e+06,1.76384e+06,-2186.27,-7563.98
2325.0, -6.18865e+06,1.75627e+06,-2177.01,-7566.62
2326.0, -6.19083e+06,1.7487e+06,-2167.75,-7569.25
2327.0, -6.19299e+06,1.74114e+06,-2158.48,-7571.87
2328.0, -6.19515e+06,1.73356e+06,-2149.2,-7574.47
2329.0, -6.1973e+06,1.72599e+06,-2139.93,-7577.07
2330.0, -6.19944e+06,1.71841e+06,-2130.65,-7579.65
2331.0, -6.20157e+06,1.71083e+06,-2121.37,-7582.23
2332.0, -6.20369e+06,1.70325e+06,-2112.09,-7584.79
2333.0, -6.20581e+06,1.69567e+06,-2102.8,-7587.34
2334.0, -6.20791e+06,1.68808e+06,-2093.51,-7589.88
2335.0, -6.21e+06,1.68049e+06,-2084.21,-7592.4
2336.0, -6.21209e+06,1.6729e+06,-2074.92,-7594.92
2337.0, -6.21416e+06,1.6653e+06,-2065.62,-7597.42
2338.0, -6.21623e+06,1.6577e+06,-2056.32,-7599.92
2339.0, -6.21828e+06,1.6501e+06,-2047.01,-7602.4
2340.0, -6.22033e+06,1.6425e+06,-2037.7,-7604.87
2341.0, -6.22237e+06,1.6349e+06,-2028.39,-7607.33
2342.0, -6.2244e+06,1.62729e+06,-2019.08,-7609.77
2343.0, -6.22642e+06,1.61968e+06,-2009.76,-7612.21
2344.0, -6.22843e+06,1.61207e+06,-2000.44,-7614.63
2345.0, -6.23043e+06,1.60445e+06,-1991.12,-7617.05
2346.0, -6.23242e+06,1.59684e+06,-1981.79,-7619.45
2347.0, -6.2344e+06,1.58922e+06,-1972.46,-7621.84
2348.0, -6.23637e+06,1.58159e+06,-1963.13,-7624.22
2349.0, -6.23833e+06,1.57397e+06,-1953.8,-7626.58
2350.0, -6.24029e+06,1.56634e+06,-1944.46,-7628.94
2351.0, -6.24223e+06,1.55871e+06,-1935.12,-7631.28
2352.0, -6.24417e+06,1.55108e+06,-1925.78,-7633.62
2353.0, -6.24609e+06,1.54345e+06,-1916.44,-7635.94
2354.0, -6.24801e+06,1.53581e+06,-1907.09,-7638.25
2355.0, -6.24992e+06,1.52818e+06,-1897.74,-7640.55
2356.0, -6.25181e+06,1.52053e+06,-1888.38,-7642.83
2357.0, -6.2537e+06,1.51289e+06,-1879.03,-7645.11
2358.0, -6.25558e+06,1.50525e+06,-1869.67,-7647.37
2359.0, -6.25745e+06,1.4976e+06,-1860.31,-7649.63
2360.0, -6.25931e+06,1.48995e+06,-1850.94,-7651.87
2361.0, -6.26116e+06,1.4823e+06,-1841.58,-7654.1
2362.0, -6.263e+06,1.47464e+06,-1832.21,-7656.31
2363.0, -6.26484e+06,1.46699e+06,-1822.84,-7658.52
2364.0, -6.26666e+06,1.45933e+06,-1813.46,-7660.72
2365.0, -6.26847e+06,1.45167e+06,-1804.09,-7662.9
2366.0, -6.27028e+06,1.44401e+06,-1794.71,-7665.07
2367.0, -6.27207e+06,1.43634e+06,-1785.32,-7667.23
2368.0, -6.27386e+06,1.42867e+06,-1775.94,-7669.38
2369.0, -6.27563e+06,1.421e+06,-1766.55,-7671.52
2370.0, -6.2774e+06,1.41333e+06,-1757.16,-7673.65
2371.0, -6.27916e+06,1.40566e+06,-1747.77,-7675.76
2372.0, -6.2809e+06,1.39798e+06,-1738.38,-7677.86
2373.0, -6.28264e+06,1.39031e+06,-1728.98,-7679.95
2374.0, -6.28437e+06,1.38263e+06,-1719.58,-7682.03
2375.0, -6.28609e+06,1.37494e+06,-1710.18,-7684.1
2376.0, -6.2878e+06,1.36726e+06,-1700.77,-7686.16
2377.0, -6.2895e+06,1.35957e+06,-1691.37,-7688.21
2378.0, -6.29119e+06,1.35188e+06,-1681.96,-7690.24
2379.0, -6.29288e+06,1.34419e+06,-1672.54,-7692.26
2380.0, -6.29455e+06,1.3365e+06,-1663.13,-7694.27
2381.0, -6.29621e+06,1.32881e+06,-1653.71,-7696.27
2382.0, -6.29787e+06,1.32111e+06,-1644.3,-7698.26
2383.0, -6.29951e+06,1.31341e+06,-1634.87,-7700.24
2384.0, -6.30114e+06,1.30571e+06,-1625.45,-7702.2
2385.0, -6.30277e+06,1.29801e+06,-1616.03,-7704.15
2386.0, -6.30439e+06,1.29031e+06,-1606.6,-7706.1
2387.0, -6.30599e+06,1.2826e+06,-1597.17,-7708.03
2388.0, -6.30759e+06,1.27489e+06,-1587.74,-7709.94
2389.0, -6.30918e+06,1.26718e+06,-1578.3,-7711.85
2390.0, -6.31076e+06,1.25947e+06,-1568.86,-7713.75
2391.0, -6.31232e+06,1.25176e+06,-1559.42,-7715.63
2392.0, -6.31388e+06,1.24404e+06,-1549.98,-7717.5
2393.0, -6.31543e+06,1.23632e+06,-1540.54,-7719.36
2394.0, -6.31697e+06,1.2286e+06,-1531.09,-7721.21
2395.0, -6.31851e+06,1.22088e+06,-1521.65,-7723.05
2396.0, -6.32003e+06,1.21316e+06,-1512.2,-7724.88
2397.0, -6.32154e+06,1.20544e+06,-1502.74,-7726.69
2398.0, -6.32304e+06,1.19771e+06,-1493.29,-7728.49
2399.0, -6.32454e+06,1.18998e+06,-1483.83,-7730.28
2400.0, -6.32602e+06,1.18225e+06,-1474.38,-7732.06
2401.0, -6.32749e+06,1.17452e+06,-1464.91,-7733.83
2402.0, -6.32896e+06,1.16678e+06,-1455.45,-7735.59
2403.0, -6.33041e+06,1.15905e+06,-1445.99,-7737.33
2404.0, -6.33186e+06,1.15131e+06,-1436.52,-7739.07
2405.0, -6.3333e+06,1.14357e+06,-1427.05,-7740.79
2406.0, -6.33472e+06,1.13583e+06,-1417.58,-7742.5
2407.0, -6.33614e+06,1.12809e+06,-1408.11,-7744.2
2408.0, -6.33755e+06,1.12034e+06,-1398.63,-7745.88
2409.0, -6.33895e+06,1.1126e+06,-1389.16,-7747.56
2410.0, -6.34034e+06,1.10485e+06,-1379.68,-7749.22
2411.0, -6.34172e+06,1.0971e+06,-1370.2,-7750.87
2412.0, -6.34309e+06,1.08935e+06,-1360.72,-7752.51
2413.0, -6.34445e+06,1.0816e+06,-1351.23,-7754.14
2414.0, -6.3458e+06,1.07384e+06,-1341.75,-7755.76
2415.0, -6.34714e+06,1.06609e+06,-1332.26,-7757.37
2416.0, -6.34847e+06,1.05833e+06,-1322.77,-7758.96
2417.0, -6.3498e+06,1.05057e+06,-1313.28,-7760.54
2418.0, -6.35111e+06,1.04281e+06,-1303.78,-7762.11
2419.0, -6.35241e+06,1.03505e+06,-1294.29,-7763.67
2420.0, -6.35371e+06,1.02729e+06,-1284.79,-7765.22
2421.0, -6.35499e+06,1.01952e+06,-1275.29,-7766.76
2422.0, -6.35627e+06,1.01175e+06,-1265.79,-7768.28
2423.0, -6.35753e+06,1.00399e+06,-1256.29,-7769.79
2424.0, -6.35879e+06,996216,-1246.79,-7771.29
2425.0, -6.36004e+06,988445,-1237.28,-7772.78
2426.0, -6.36127e+06,980672,-1227.77,-7774.26
2427.0, -6.3625e+06,972898,-1218.26,-7775.73
2428.0, -6.36372e+06,965122,-1208.75,-7777.18
2429.0, -6.36493e+06,957345,-1199.24,-7778.62
2430.0, -6.36613e+06,949566,-1189.73,-7780.05
2431.0, -6.36732e+06,941786,-1180.21,-7781.47
2432.0, -6.3685e+06,934004,-1170.69,-7782.88
2433.0, -6.36967e+06,926222,-1161.17,-7784.28
2434.0, -6.37083e+06,918437,-1151.65,-7785.66
2435.0, -6.37198e+06,910652,-1142.13,-7787.03
2436.0, -6.37312e+06,902865,-1132.61,-7788.4
2437.0, -6.37426e+06,895076,-1123.08,-7789.75
2438.0, -6.37538e+06,887286,-1113.55,-7791.08
2439.0, -6.37649e+06,879495,-1104.02,-7792.41
2440.0, -6.3776e+06,871703,-1094.49,-7793.72
2441.0, -6.37869e+06,863909,-1084.96,-7795.03
2442.0, -6.37978e+06,856114,-1075.43,-7796.32
2443.0, -6.38085e+06,848318,-1065.89,-7797.6
2444.0, -6.38192e+06,840520,-1056.36,-7798.86
2445.0, -6.38297e+06,832721,-1046.82,-7800.12
2446.0, -6.38402e+06,824921,-1037.28,-7801.37
2447.0, -6.38506e+06,817120,-1027.74,-7802.6
2448.0, -6.38609e+06,809317,-1018.2,-7803.82
2449.0, -6.3871e+06,801514,-1008.66,-7805.03
2450.0, -6.38811e+06,793709,-999.113,-7806.23
2451.0, -6.38911e+06,785902,-989.567,-7807.41
2452.0, -6.3901e+06,778095,-980.02,-7808.59
2453.0, -6.39108e+06,770286,-970.472,-7809.75
2454.0, -6.39205e+06,762477,-960.922,-7810.9
2455.0, -6.39301e+06,754666,-951.371,-7812.04
2456.0, -6.39396e+06,746854,-941.818,-7813.17
2457.0, -6.39491e+06,739040,-932.265,-7814.28
2458.0, -6.39584e+06,731226,-922.71,-7815.39
2459.0, -6.39676e+06,723411,-913.154,-7816.48
2460.0, -6.39767e+06,715594,-903.596,-7817.56
2461.0, -6.39858e+06,707777,-894.038,-7818.63
2462.0, -6.39947e+06,699958,-884.478,-7819.69
2463.0, -6.40036e+06,692138,-874.917,-7820.73
2464.0, -6.40123e+06,684318,-865.355,-7821.77
2465.0, -6.4021e+06,676496,-855.791,-7822.79
2466.0, -6.40295e+06,668673,-846.227,-7823.8
2467.0, -6.4038e+06,660849,-836.661,-7824.8
2468.0, -6.40463e+06,653025,-827.095,-7825.79
2469.0, -6.40546e+06,645199,-817.527,-7826.76
2470.0, -6.40628e+06,637372,-807.958,-7827.73
2471.0, -6.40709e+06,629544,-798.388,-7828.68
2472.0, -6.40789e+06,621716,-788.817,-7829.62
2473.0, -6.40867e+06,613886,-779.245,-7830.55
2474.0, -6.40945e+06,606055,-769.672,-7831.46
2475.0, -6.41022e+06,598224,-760.098,-7832.37
2476.0, -6.41098e+06,590392,-750.523,-7833.26
2477.0, -6.41173e+06,582558,-740.947,-7834.14
2478.0, -6.41248e+06,574724,-731.37,-7835.02
2479.0, -6.41321e+06,566889,-721.792,-7835.87
2480.0, -6.41393e+06,559053,-712.213,-7836.72
2481.0, -6.41464e+06,551217,-702.633,-7837.56
2482.0, -6.41534e+06,543379,-693.052,-7838.38
2483.0, -6.41604e+06,535541,-683.471,-7839.19
2484.0, -6.41672e+06,527701,-673.888,-7839.99
2485.0, -6.41739e+06,519861,-664.305,-7840.78
2486.0, -6.41806e+06,512021,-654.721,-7841.55
2487.0, -6.41871e+06,504179,-645.135,-7842.32
2488.0, -6.41936e+06,496337,-635.549,-7843.07
2489.0, -6.41999e+06,488494,-625.963,-7843.81
2490.0, -6.42062e+06,480650,-616.375,-7844.54
2491.0, -6.42124e+06,472805,-606.787,-7845.26
2492.0, -6.42184e+06,464960,-597.198,-7845.97
2493.0, -6.42244e+06,457114,-587.608,-7846.66
2494.0, -6.42303e+06,449267,-578.017,-7847.34
2495.0, -6.42361e+06,441420,-568.426,-7848.01
2496.0, -6.42417e+06,433572,-558.834,-7848.67
2497.0, -6.42473e+06,425723,-549.241,-7849.32
2498.0, -6.42528e+06,417874,-539.648,-7849.96
2499.0, -6.42582e+06,410024,-530.054,-7850.58
2500.0, -6.42635e+06,402174,-520.459,-7851.19
2501.0, -6.42687e+06,394322,-510.864,-7851.79
2502.0, -6.42738e+06,386471,-501.268,-7852.38
2503.0, -6.42788e+06,378618,-491.671,-7852.96
2504.0, -6.42838e+06,370765,-482.074,-7853.52
2505.0, -6.42886e+06,362912,-472.476,-7854.08
2506.0, -6.42933e+06,355058,-462.878,-7854.62
2507.0, -6.42979e+06,347203,-453.279,-7855.15
2508.0, -6.43025e+06,339348,-443.679,-7855.67
2509.0, -6.43069e+06,331492,-434.079,-7856.17
2510.0, -6.43112e+06,323636,-424.479,-7856.67
2511.0, -6.43155e+06,315779,-414.878,-7857.15
2512.0, -6.43196e+06,307922,-405.276,-7857.62
2513.0, -6.43237e+06,300065,-395.674,-7858.08
2514.0, -6.43276e+06,292207,-386.072,-7858.53
2515.0, -6.43315e+06,284348,-376.469,-7858.97
2516.0, -6.43353e+06,276489,-366.866,-7859.39
2517.0, -6.43389e+06,268630,-357.262,-7859.81
2518.0, -6.43425e+06,260770,-347.658,-7860.21
2519.0, -6.4346e+06,252910,-338.054,-7860.6
2520.0, -6.43494e+06,245049,-328.449,-7860.97
2521.0, -6.43527e+06,237188,-318.844,-7861.34
2522.0, -6.43558e+06,229327,-309.238,-7861.69
2523.0, -6.43589e+06,221465,-299.632,-7862.04
2524.0, -6.43619e+06,213603,-290.026,-7862.37
2525.0, -6.43648e+06,205741,-280.42,-7862.68
2526.0, -6.43676e+06,197878,-270.813,-7862.99
2527.0, -6.43703e+06,190015,-261.206,-7863.29
2528.0, -6.4373e+06,182152,-251.599,-7863.57
2529.0, -6.43755e+06,174288,-241.992,-7863.84
2530.0, -6.43779e+06,166424,-232.384,-7864.1
2531.0, -6.43802e+06,158560,-222.776,-7864.35
2532.0, -6.43824e+06,150696,-213.168,-7864.59
2533.0, -6.43846e+06,142831,-203.56,-7864.81
2534.0, -6.43866e+06,134966,-193.951,-7865.03
2535.0, -6.43885e+06,127101,-184.343,-7865.23
2536.0, -6.43904e+06,119236,-174.734,-7865.42
2537.0, -6.43921e+06,111371,-165.125,-7865.59
2538.0, -6.43938e+06,103505,-155.516,-7865.76
2539.0, -6.43953e+06,95639.4,-145.907,-7865.92
2540.0, -6.43968e+06,87773.4,-136.298,-7866.06
2541.0, -6.43982e+06,79907.4,-126.689,-7866.19
2542.0, -6.43994e+06,72041.2,-117.079,-7866.31
2543.0, -6.44006e+06,64174.9,-107.47,-7866.42
2544.0, -6.44017e+06,56308.5,-97.8607,-7866.51
2545.0, -6.44027e+06,48442,-88.2513,-7866.6
2546.0, -6.44035e+06,40575.4,-78.642,-7866.67
2547.0, -6.44043e+06,32708.7,-69.0327,-7866.73
2548.0, -6.4405e+06,24842,-59.4234,-7866.78
2549.0, -6.44056e+06,16975.2,-49.8142,-7866.81
2550.0, -6.44061e+06,9108.37,-40.2051,-7866.84
2551.0, -6.44065e+06,1241.53,-30.596,-7866.85
2552.0, -6.44068e+06,-6625.32,-20.987,-7866.86
2553.0, -6.4407e+06,-14492.2,-11.3781,-7866.85
2554.0, -6.44071e+06,-22359,-1.76934,-7866.82
2555.0, -6.44072e+06,-30225.8,7.83929,-7866.79
2556.0, -6.44071e+06,-38092.6,17.4478,-7866.75
2557.0, -6.44069e+06,-45959.4,27.0561,-7866.69
2558.0, -6.44066e+06,-53826.1,36.6642,-7866.62
2559.0, -6.44063e+06,-61692.7,46.2722,-7866.54
2560.0, -6.44058e+06,-69559.2,55.8799,-7866.45
2561.0, -6.44052e+06,-77425.7,65.4874,-7866.34
2562.0, -6.44046e+06,-85292,75.0947,-7866.23
2563.0, -6.44038e+06,-93158.2,84.7017,-7866.1
2564.0, -6.4403e+06,-101024,94.3085,-7865.96
2565.0, -6.44021e+06,-108890,103.915,-7865.81
2566.0, -6.4401e+06,-116756,113.521,-7865.65
2567.0, -6.43999e+06,-124622,123.127,-7865.47
2568.0, -6.43986e+06,-132487,132.733,-7865.29
2569.0, -6.43973e+06,-140353,142.338,-7865.09
2570.0, -6.43959e+06,-148218,151.943,-7864.88
2571.0, -6.43944e+06,-156083,161.547,-7864.66
2572.0, -6.43928e+06,-163947,171.151,-7864.43
2573.0, -6.4391e+06,-171812,180.755,-7864.18
2574.0, -6.43892e+06,-179676,190.359,-7863.93
2575.0, -6.43873e+06,-187540,199.962,-7863.66
2576.0, -6.43853e+06,-195403,209.564,-7863.38
2577.0, -6.43832e+06,-203267,219.166,-7863.09
2578.0, -6.43811e+06,-211130,228.768,-7862.79
2579.0, -6.43788e+06,-218993,238.369,-7862.47
2580.0, -6.43764e+06,-226855,247.969,-7862.14
2581.0, -6.43739e+06,-234717,257.569,-7861.81
2582.0, -6.43713e+06,-242579,267.169,-7861.46
2583.0, -6.43687e+06,-250440,276.768,-7861.09
2584.0, -6.43659e+06,-258302,286.367,-7860.72
2585.0, -6.4363e+06,-266162,295.964,-7860.33
2586.0, -6.43601e+06,-274023,305.562,-7859.94
2587.0, -6.4357e+06,-281883,315.159,-7859.53
2588.0, -6.43539e+06,-289742,324.755,-7859.11
2589.0, -6.43506e+06,-297601,334.35,-7858.68
2590.0, -6.43473e+06,-305460,343.945,-7858.23
2591.0, -6.43438e+06,-313318,353.539,-7857.78
2592.0, -6.43403e+06,-321176,363.133,-7857.31
2593.0, -6.43367e+06,-329033,372.726,-7856.83
2594.0, -6.43329e+06,-336890,382.318,-7856.34
2595.0, -6.43291e+06,-344746,391.91,-7855.84
2596.0, -6.43252e+06,-352602,401.5,-7855.33
2597.0, -6.43212e+06,-360458,411.09,-7854.8
2598.0, -6.43171e+06,-368312,420.68,-7854.26
2599.0, -6.43129e+06,-376167,430.268,-7853.71
2600.0, -6.43086e+06,-384020,439.856,-7853.15
2601.0, -6.43042e+06,-391873,449.443,-7852.58
2602.0, -6.42997e+06,-399726,459.029,-7852
2603.0, -6.42951e+06,-407578,468.614,-7851.4
2604.0, -6.42904e+06,-415429,478.199,-7850.79
2605.0, -6.42856e+06,-423280,487.783,-7850.17
2606.0, -6.42807e+06,-431130,497.365,-7849.54
2607.0, -6.42757e+06,-438980,506.947,-7848.9
2608.0, -6.42707e+06,-446829,516.528,-7848.24
2609.0, -6.42655e+06,-454677,526.108,-7847.58
2610.0, -6.42603e+06,-462525,535.688,-7846.9
2611.0, -6.42549e+06,-470372,545.266,-7846.21
2612.0, -6.42494e+06,-478218,554.843,-7845.51
2613.0, -6.42439e+06,-486063,564.42,-7844.8
2614.0, -6.42383e+06,-493908,573.995,-7844.07
2615.0, -6.42325e+06,-501752,583.569,-7843.34
2616.0, -6.42267e+06,-509596,593.143,-7842.59
2617.0, -6.42207e+06,-517438,602.715,-7841.83
2618.0, -6.42147e+06,-525280,612.286,-7841.06
2619.0, -6.42086e+06,-533121,621.857,-7840.28
2620.0, -6.42024e+06,-540961,631.426,-7839.48
2621.0, -6.41961e+06,-548801,640.994,-7838.68
2622.0, -6.41897e+06,-556639,650.561,-7837.86
2623.0, -6.41831e+06,-564477,660.127,-7837.03
2624.0, -6.41765e+06,-572314,669.692,-7836.19
2625.0, -6.41698e+06,-580150,679.255,-7835.33
2626.0, -6.41631e+06,-587986,688.818,-7834.47
2627.0, -6.41562e+06,-595820,698.379,-7833.59
2628.0, -6.41492e+06,-603654,707.939,-7832.7
2629.0, -6.41421e+06,-611487,717.498,-7831.81
2630.0, -6.41349e+06,-619318,727.056,-7830.89
2631.0, -6.41277e+06,-627149,736.613,-7829.97
2632.0, -6.41203e+06,-634979,746.168,-7829.04
2633.0, -6.41128e+06,-642808,755.722,-7828.09
2634.0, -6.41053e+06,-650636,765.275,-7827.13
2635.0, -6.40976e+06,-658464,774.826,-7826.16
2636.0, -6.40899e+06,-666290,784.377,-7825.18
2637.0, -6.4082e+06,-674115,793.926,-7824.19
2638.0, -6.40741e+06,-681939,803.473,-7823.19
2639.0, -6.40661e+06,-689762,813.019,-7822.17
2640.0, -6.40579e+06,-697584,822.564,-7821.14
2641.0, -6.40497e+06,-705406,832.108,-7820.1
2642.0, -6.40414e+06,-713226,841.65,-7819.05
2643.0, -6.4033e+06,-721045,851.191,-7817.99
2644.0, -6.40244e+06,-728863,860.73,-7816.91
2645.0, -6.40158e+06,-736680,870.268,-7815.83
2646.0, -6.40071e+06,-744495,879.805,-7814.73
2647.0, -6.39983e+06,-752310,889.34,-7813.62
2648.0, -6.39894e+06,-760124,898.874,-7812.5
2649.0, -6.39805e+06,-767936,908.406,-7811.37
2650.0, -6.39714e+06,-775748,917.937,-7810.23
2651.0, -6.39622e+06,-783558,927.466,-7809.07
2652.0, -6.39529e+06,-791367,936.994,-7807.9
2653.0, -6.39436e+06,-799175,946.52,-7806.72
2654.0, -6.39341e+06,-806982,956.044,-7805.53
2655.0, -6.39245e+06,-814787,965.567,-7804.33
2656.0, -6.39149e+06,-822591,975.089,-7803.12
2657.0, -6.39051e+06,-830395,984.609,-7801.89
2658.0, -6.38953e+06,-838196,994.127,-7800.66
2659.0, -6.38853e+06,-845997,1003.64,-7799.41
2660.0, -6.38753e+06,-853797,1013.16,-7798.15
2661.0, -6.38652e+06,-861595,1022.67,-7796.88
2662.0, -6.38549e+06,-869392,1032.18,-7795.59
2663.0, -6.38446e+06,-877187,1041.69,-7794.3
2664.0, -6.38342e+06,-884981,1051.2,-7792.99
2665.0, -6.38237e+06,-892774,1060.71,-7791.67
2666.0, -6.38131e+06,-900566,1070.21,-7790.34
2667.0, -6.38024e+06,-908356,1079.72,-7789
2668.0, -6.37916e+06,-916145,1089.22,-7787.65
2669.0, -6.37807e+06,-923933,1098.72,-7786.29
2670.0, -6.37697e+06,-931719,1108.22,-7784.91
2671.0, -6.37586e+06,-939504,1117.71,-7783.52
2672.0, -6.37474e+06,-947288,1127.21,-7782.12
2673.0, -6.37362e+06,-955070,1136.7,-7780.71
2674.0, -6.37248e+06,-962851,1146.19,-7779.29
2675.0, -6.37133e+06,-970630,1155.68,-7777.86
2676.0, -6.37018e+06,-978408,1165.17,-7776.41
2677.0, -6.36901e+06,-986184,1174.65,-7774.95
2678.0, -6.36784e+06,-993959,1184.13,-7773.49
2679.0, -6.36665e+06,-1.00173e+06,1193.62,-7772.01
2680.0, -6.36546e+06,-1.0095e+06,1203.1,-7770.51
2681.0, -6.36426e+06,-1.01728e+06,1212.57,-7769.01
2682.0, -6.36305e+06,-1.02504e+06,1222.05,-7767.5
2683.0, -6.36182e+06,-1.03281e+06,1231.52,-7765.97
2684.0, -6.36059e+06,-1.04058e+06,1240.99,-7764.43
2685.0, -6.35935e+06,-1.04834e+06,1250.46,-7762.88
2686.0, -6.3581e+06,-1.0561e+06,1259.93,-7761.32
2687.0, -6.35684e+06,-1.06387e+06,1269.4,-7759.75
2688.0, -6.35557e+06,-1.07163e+06,1278.86,-7758.17
2689.0, -6.35429e+06,-1.07938e+06,1288.32,-7756.57
2690.0, -6.353e+06,-1.08714e+06,1297.78,-7754.97
2691.0, -6.35171e+06,-1.0949e+06,1307.24,-7753.35
2692.0, -6.3504e+06,-1.10265e+06,1316.69,-7751.72
2693.0, -6.34908e+06,-1.1104e+06,1326.15,-7750.08
2694.0, -6.34776e+06,-1.11815e+06,1335.6,-7748.42
2695.0, -6.34642e+06,-1.1259e+06,1345.05,-7746.76
2696.0, -6.34507e+06,-1.13365e+06,1354.5,-7745.08
2697.0, -6.34372e+06,-1.14139e+06,1363.94,-7743.39
2698.0, -6.34236e+06,-1.14913e+06,1373.38,-7741.7
2699.0, -6.34098e+06,-1.15688e+06,1382.82,-7739.99
2700.0, -6.3396e+06,-1.16462e+06,1392.26,-7738.26
2701.0, -6.33821e+06,-1.17235e+06,1401.7,-7736.53
2702.0, -6.33681e+06,-1.18009e+06,1411.13,-7734.78
2703.0, -6.3354e+06,-1.18783e+06,1420.56,-7733.03
2704.0, -6.33397e+06,-1.19556e+06,1429.99,-7731.26
2705.0, -6.33254e+06,-1.20329e+06,1439.42,-7729.48
2706.0, -6.33111e+06,-1.21102e+06,1448.84,-7727.69
2707.0, -6.32966e+06,-1.21875e+06,1458.27,-7725.89
2708.0, -6.3282e+06,-1.22647e+06,1467.69,-7724.07
2709.0, -6.32673e+06,-1.2342e+06,1477.11,-7722.25
2710.0, -6.32525e+06,-1.24192e+06,1486.52,-7720.41
2711.0, -6.32377e+06,-1.24964e+06,1495.93,-7718.56
2712.0, -6.32227e+06,-1.25736e+06,1505.34,-7716.7
2713.0, -6.32077e+06,-1.26508e+06,1514.75,-7714.83
2714.0, -6.31925e+06,-1.27279e+06,1524.16,-7712.95
2715.0, -6.31773e+06,-1.2805e+06,1533.56,-7711.06
2716.0, -6.31619e+06,-1.28821e+06,1542.96,-7709.15
2717.0, -6.31465e+06,-1.29592e+06,1552.36,-7707.23
2718.0, -6.3131e+06,-1.30363e+06,1561.76,-7705.31
2719.0, -6.31154e+06,-1.31134e+06,1571.15,-7703.37
2720.0, -6.30996e+06,-1.31904e+06,1580.55,-7701.41
2721.0, -6.30838e+06,-1.32674e+06,1589.93,-7699.45
2722.0, -6.30679e+06,-1.33444e+06,1599.32,-7697.48
2723.0, -6.3052e+06,-1.34214e+06,1608.71,-7695.49
2724.0, -6.30359e+06,-1.34983e+06,1618.09,-7693.5
2725.0, -6.30197e+06,-1.35753e+06,1627.47,-7691.49
2726.0, -6.30034e+06,-1.36522e+06,1636.84,-7689.47
2727.0, -6.2987e+06,-1.37291e+06,1646.22,-7687.44
2728.0, -6.29706e+06,-1.38059e+06,1655.59,-7685.39
2729.0, -6.2954e+06,-1.38828e+06,1664.96,-7683.34
2730.0, -6.29374e+06,-1.39596e+06,1674.32,-7681.27
2731.0, -6.29206e+06,-1.40364e+06,1683.69,-7679.2
2732.0, -6.29038e+06,-1.41132e+06,1693.05,-7677.11
2733.0, -6.28869e+06,-1.419e+06,1702.4,-7675.01
