t, x, y, u, v
460.0, 5.38826e+06,3.44162e+06,-4250.43,6658.8
461.0, 5.38401e+06,3.44828e+06,-4258.65,6653.56
462.0, 5.37975e+06,3.45493e+06,-4266.86,6648.3
463.0, 5.37548e+06,3.46158e+06,-4275.06,6643.03
464.0, 5.37121e+06,3.46823e+06,-4283.26,6637.75
465.0, 5.36693e+06,3.47486e+06,-4291.45,6632.46
466.0, 5.36263e+06,3.4815e+06,-4299.64,6627.16
467.0, 5.35833e+06,3.48812e+06,-4307.82,6621.85
468.0, 5.35403e+06,3.49475e+06,-4315.99,6616.53
469.0, 5.34971e+06,3.50136e+06,-4324.15,6611.2
470.0, 5.34539e+06,3.50797e+06,-4332.31,6605.86
471.0, 5.34105e+06,3.51458e+06,-4340.46,6600.51
472.0, 5.33671e+06,3.52118e+06,-4348.61,6595.15
473.0, 5.33237e+06,3.52777e+06,-4356.75,6589.78
474.0, 5.32801e+06,3.53436e+06,-4364.88,6584.4
475.0, 5.32364e+06,3.54095e+06,-4373,6579.01
476.0, 5.31927e+06,3.54753e+06,-4381.12,6573.61
477.0, 5.31489e+06,3.5541e+06,-4389.24,6568.2
478.0, 5.3105e+06,3.56067e+06,-4397.34,6562.78
479.0, 5.3061e+06,3.56723e+06,-4405.44,6557.35
480.0, 5.3017e+06,3.57379e+06,-4413.53,6551.91
481.0, 5.29728e+06,3.58034e+06,-4421.62,6546.46
482.0, 5.29286e+06,3.58689e+06,-4429.69,6541
483.0, 5.28843e+06,3.59343e+06,-4437.77,6535.53
484.0, 5.28399e+06,3.59996e+06,-4445.83,6530.05
485.0, 5.27955e+06,3.60649e+06,-4453.89,6524.56
486.0, 5.2751e+06,3.61302e+06,-4461.94,6519.06
487.0, 5.27063e+06,3.61954e+06,-4469.98,6513.55
488.0, 5.26616e+06,3.62605e+06,-4478.02,6508.03
489.0, 5.26169e+06,3.63256e+06,-4486.05,6502.5
490.0, 5.2572e+06,3.63906e+06,-4494.08,6496.96
491.0, 5.25271e+06,3.64556e+06,-4502.09,6491.41
492.0, 5.2482e+06,3.65205e+06,-4510.1,6485.85
493.0, 5.24369e+06,3.65854e+06,-4518.11,6480.28
494.0, 5.23917e+06,3.66502e+06,-4526.1,6474.71
495.0, 5.23465e+06,3.67149e+06,-4534.09,6469.12
496.0, 5.23011e+06,3.67796e+06,-4542.08,6463.52
497.0, 5.22557e+06,3.68442e+06,-4550.05,6457.91
498.0, 5.22102e+06,3.69088e+06,-4558.02,6452.29
499.0, 5.21646e+06,3.69733e+06,-4565.98,6446.66
500.0, 5.2119e+06,3.70378e+06,-4573.94,6441.02
501.0, 5.20732e+06,3.71022e+06,-4581.88,6435.38
502.0, 5.20274e+06,3.71666e+06,-4589.82,6429.72
503.0, 5.19815e+06,3.72309e+06,-4597.76,6424.05
504.0, 5.19356e+06,3.72951e+06,-4605.68,6418.37
505.0, 5.18895e+06,3.73593e+06,-4613.6,6412.69
506.0, 5.18434e+06,3.74234e+06,-4621.52,6406.99
507.0, 5.17971e+06,3.74875e+06,-4629.42,6401.28
508.0, 5.17508e+06,3.75515e+06,-4637.32,6395.57
509.0, 5.17045e+06,3.76155e+06,-4645.21,6389.84
510.0, 5.1658e+06,3.76794e+06,-4653.1,6384.11
511.0, 5.16115e+06,3.77432e+06,-4660.97,6378.36
512.0, 5.15649e+06,3.7807e+06,-4668.84,6372.6
513.0, 5.15182e+06,3.78707e+06,-4676.7,6366.84
514.0, 5.14714e+06,3.79344e+06,-4684.56,6361.07
515.0, 5.14246e+06,3.7998e+06,-4692.41,6355.28
516.0, 5.13777e+06,3.80615e+06,-4700.25,6349.49
517.0, 5.13307e+06,3.8125e+06,-4708.08,6343.68
518.0, 5.12836e+06,3.81885e+06,-4715.91,6337.87
519.0, 5.12364e+06,3.82519e+06,-4723.73,6332.05
520.0, 5.11892e+06,3.83152e+06,-4731.54,6326.21
521.0, 5.11419e+06,3.83784e+06,-4739.35,6320.37
522.0, 5.10945e+06,3.84416e+06,-4747.15,6314.52
523.0, 5.1047e+06,3.85048e+06,-4754.94,6308.66
524.0, 5.09994e+06,3.85679e+06,-4762.72,6302.79
525.0, 5.09518e+06,3.86309e+06,-4770.5,6296.91
526.0, 5.09041e+06,3.86939e+06,-4778.27,6291.02
527.0, 5.08563e+06,3.87568e+06,-4786.03,6285.12
528.0, 5.08085e+06,3.88196e+06,-4793.78,6279.21
529.0, 5.07605e+06,3.88824e+06,-4801.53,6273.29
530.0, 5.07125e+06,3.89452e+06,-4809.27,6267.36
531.0, 5.06644e+06,3.90078e+06,-4817,6261.42
532.0, 5.06163e+06,3.90704e+06,-4824.73,6255.47
533.0, 5.0568e+06,3.9133e+06,-4832.44,6249.52
534.0, 5.05197e+06,3.91955e+06,-4840.15,6243.55
535.0, 5.04713e+06,3.92579e+06,-4847.86,6237.57
536.0, 5.04228e+06,3.93203e+06,-4855.55,6231.59
537.0, 5.03742e+06,3.93826e+06,-4863.24,6225.59
538.0, 5.03256e+06,3.94449e+06,-4870.92,6219.59
539.0, 5.02769e+06,3.95071e+06,-4878.59,6213.57
540.0, 5.02281e+06,3.95692e+06,-4886.26,6207.55
541.0, 5.01793e+06,3.96313e+06,-4893.92,6201.52
542.0, 5.01303e+06,3.96933e+06,-4901.57,6195.48
543.0, 5.00813e+06,3.97553e+06,-4909.21,6189.42
544.0, 5.00322e+06,3.98171e+06,-4916.85,6183.36
545.0, 4.9983e+06,3.9879e+06,-4924.48,6177.29
546.0, 4.99338e+06,3.99408e+06,-4932.1,6171.21
547.0, 4.98845e+06,4.00025e+06,-4939.71,6165.12
548.0, 4.98351e+06,4.00641e+06,-4947.31,6159.02
549.0, 4.97856e+06,4.01257e+06,-4954.91,6152.91
550.0, 4.97361e+06,4.01872e+06,-4962.5,6146.8
551.0, 4.96864e+06,4.02487e+06,-4970.09,6140.67
552.0, 4.96367e+06,4.03101e+06,-4977.66,6134.53
553.0, 4.9587e+06,4.03715e+06,-4985.23,6128.39
554.0, 4.95371e+06,4.04327e+06,-4992.79,6122.23
555.0, 4.94872e+06,4.0494e+06,-5000.34,6116.07
556.0, 4.94372e+06,4.05551e+06,-5007.89,6109.89
557.0, 4.93871e+06,4.06162e+06,-5015.42,6103.71
558.0, 4.93369e+06,4.06773e+06,-5022.95,6097.52
559.0, 4.92867e+06,4.07382e+06,-5030.47,6091.32
560.0, 4.92364e+06,4.07991e+06,-5037.99,6085.11
561.0, 4.9186e+06,4.086e+06,-5045.49,6078.89
562.0, 4.91356e+06,4.09208e+06,-5052.99,6072.66
563.0, 4.9085e+06,4.09815e+06,-5060.48,6066.42
564.0, 4.90344e+06,4.10422e+06,-5067.97,6060.17
565.0, 4.89838e+06,4.11028e+06,-5075.44,6053.91
566.0, 4.8933e+06,4.11633e+06,-5082.91,6047.65
567.0, 4.88822e+06,4.12238e+06,-5090.37,6041.37
568.0, 4.88313e+06,4.12842e+06,-5097.82,6035.09
569.0, 4.87803e+06,4.13446e+06,-5105.27,6028.79
570.0, 4.87292e+06,4.14048e+06,-5112.7,6022.49
571.0, 4.86781e+06,4.14651e+06,-5120.13,6016.18
572.0, 4.86269e+06,4.15252e+06,-5127.55,6009.86
573.0, 4.85756e+06,4.15853e+06,-5134.97,6003.53
574.0, 4.85243e+06,4.16454e+06,-5142.37,5997.19
575.0, 4.84729e+06,4.17053e+06,-5149.77,5990.84
576.0, 4.84214e+06,4.17652e+06,-5157.16,5984.48
577.0, 4.83698e+06,4.18251e+06,-5164.54,5978.11
578.0, 4.83181e+06,4.18849e+06,-5171.91,5971.74
579.0, 4.82664e+06,4.19446e+06,-5179.28,5965.35
580.0, 4.82146e+06,4.20042e+06,-5186.64,5958.96
581.0, 4.81628e+06,4.20638e+06,-5193.99,5952.56
582.0, 4.81108e+06,4.21234e+06,-5201.33,5946.14
583.0, 4.80588e+06,4.21828e+06,-5208.66,5939.72
584.0, 4.80067e+06,4.22422e+06,-5215.99,5933.29
585.0, 4.79546e+06,4.23016e+06,-5223.31,5926.85
586.0, 4.79023e+06,4.23608e+06,-5230.62,5920.4
587.0, 4.785e+06,4.242e+06,-5237.92,5913.95
588.0, 4.77976e+06,4.24792e+06,-5245.22,5907.48
589.0, 4.77452e+06,4.25382e+06,-5252.5,5901
590.0, 4.76927e+06,4.25972e+06,-5259.78,5894.52
591.0, 4.76401e+06,4.26562e+06,-5267.05,5888.03
592.0, 4.75874e+06,4.27151e+06,-5274.31,5881.52
593.0, 4.75347e+06,4.27739e+06,-5281.57,5875.01
594.0, 4.74818e+06,4.28326e+06,-5288.81,5868.49
595.0, 4.7429e+06,4.28913e+06,-5296.05,5861.96
596.0, 4.7376e+06,4.29499e+06,-5303.28,5855.42
597.0, 4.7323e+06,4.30085e+06,-5310.5,5848.88
598.0, 4.72699e+06,4.3067e+06,-5317.72,5842.32
599.0, 4.72167e+06,4.31254e+06,-5324.92,5835.76
600.0, 4.71634e+06,4.31838e+06,-5332.12,5829.18
601.0, 4.71101e+06,4.32421e+06,-5339.31,5822.6
602.0, 4.70567e+06,4.33003e+06,-5346.49,5816.01
603.0, 4.70033e+06,4.33584e+06,-5353.66,5809.41
604.0, 4.69497e+06,4.34165e+06,-5360.83,5802.8
605.0, 4.68961e+06,4.34746e+06,-5367.98,5796.18
606.0, 4.68424e+06,4.35325e+06,-5375.13,5789.55
607.0, 4.67887e+06,4.35904e+06,-5382.27,5782.92
608.0, 4.67349e+06,4.36483e+06,-5389.4,5776.27
609.0, 4.6681e+06,4.3706e+06,-5396.53,5769.62
610.0, 4.6627e+06,4.37637e+06,-5403.64,5762.96
611.0, 4.6573e+06,4.38213e+06,-5410.75,5756.29
612.0, 4.65189e+06,4.38789e+06,-5417.85,5749.61
613.0, 4.64647e+06,4.39364e+06,-5424.94,5742.92
614.0, 4.64104e+06,4.39938e+06,-5432.02,5736.22
615.0, 4.63561e+06,4.40512e+06,-5439.09,5729.52
616.0, 4.63017e+06,4.41085e+06,-5446.16,5722.8
617.0, 4.62473e+06,4.41657e+06,-5453.22,5716.08
618.0, 4.61927e+06,4.42229e+06,-5460.27,5709.35
619.0, 4.61381e+06,4.428e+06,-5467.31,5702.61
620.0, 4.60834e+06,4.4337e+06,-5474.34,5695.86
621.0, 4.60287e+06,4.4394e+06,-5481.36,5689.1
622.0, 4.59739e+06,4.44508e+06,-5488.38,5682.34
623.0, 4.5919e+06,4.45077e+06,-5495.39,5675.56
624.0, 4.5864e+06,4.45644e+06,-5502.39,5668.78
625.0, 4.5809e+06,4.46211e+06,-5509.38,5661.98
626.0, 4.57539e+06,4.46777e+06,-5516.36,5655.18
627.0, 4.56988e+06,4.47343e+06,-5523.33,5648.37
628.0, 4.56435e+06,4.47908e+06,-5530.3,5641.56
629.0, 4.55882e+06,4.48472e+06,-5537.25,5634.73
630.0, 4.55329e+06,4.49035e+06,-5544.2,5627.89
631.0, 4.54774e+06,4.49598e+06,-5551.14,5621.05
632.0, 4.54219e+06,4.5016e+06,-5558.07,5614.2
633.0, 4.53663e+06,4.50722e+06,-5565,5607.34
634.0, 4.53107e+06,4.51282e+06,-5571.91,5600.47
635.0, 4.5255e+06,4.51842e+06,-5578.82,5593.59
636.0, 4.51992e+06,4.52402e+06,-5585.71,5586.7
637.0, 4.51433e+06,4.5296e+06,-5592.6,5579.81
638.0, 4.50874e+06,4.53518e+06,-5599.48,5572.9
639.0, 4.50314e+06,4.54076e+06,-5606.35,5565.99
640.0, 4.49753e+06,4.54632e+06,-5613.22,5559.07
641.0, 4.49192e+06,4.55188e+06,-5620.07,5552.14
642.0, 4.4863e+06,4.55743e+06,-5626.92,5545.21
643.0, 4.48067e+06,4.56298e+06,-5633.75,5538.26
644.0, 4.47504e+06,4.56852e+06,-5640.58,5531.31
645.0, 4.4694e+06,4.57405e+06,-5647.4,5524.34
646.0, 4.46375e+06,4.57957e+06,-5654.22,5517.37
647.0, 4.4581e+06,4.58509e+06,-5661.02,5510.39
648.0, 4.45244e+06,4.5906e+06,-5667.81,5503.4
649.0, 4.44677e+06,4.5961e+06,-5674.6,5496.41
650.0, 4.44109e+06,4.6016e+06,-5681.37,5489.4
651.0, 4.43541e+06,4.60709e+06,-5688.14,5482.39
652.0, 4.42972e+06,4.61257e+06,-5694.9,5475.37
653.0, 4.42403e+06,4.61805e+06,-5701.65,5468.34
654.0, 4.41833e+06,4.62352e+06,-5708.4,5461.3
655.0, 4.41262e+06,4.62898e+06,-5715.13,5454.26
656.0, 4.4069e+06,4.63443e+06,-5721.85,5447.2
657.0, 4.40118e+06,4.63988e+06,-5728.57,5440.14
658.0, 4.39545e+06,4.64532e+06,-5735.28,5433.07
659.0, 4.38972e+06,4.65075e+06,-5741.97,5425.99
660.0, 4.38398e+06,4.65618e+06,-5748.66,5418.9
661.0, 4.37823e+06,4.6616e+06,-5755.35,5411.81
662.0, 4.37247e+06,4.66701e+06,-5762.02,5404.7
663.0, 4.36671e+06,4.67241e+06,-5768.68,5397.59
664.0, 4.36094e+06,4.67781e+06,-5775.34,5390.47
665.0, 4.35517e+06,4.6832e+06,-5781.98,5383.34
666.0, 4.34938e+06,4.68859e+06,-5788.62,5376.2
667.0, 4.3436e+06,4.69396e+06,-5795.25,5369.06
668.0, 4.3378e+06,4.69933e+06,-5801.86,5361.91
669.0, 4.332e+06,4.70469e+06,-5808.48,5354.75
670.0, 4.32619e+06,4.71005e+06,-5815.08,5347.58
671.0, 4.32037e+06,4.71539e+06,-5821.67,5340.4
672.0, 4.31455e+06,4.72074e+06,-5828.25,5333.21
673.0, 4.30872e+06,4.72607e+06,-5834.83,5326.02
674.0, 4.30289e+06,4.73139e+06,-5841.39,5318.82
675.0, 4.29705e+06,4.73671e+06,-5847.95,5311.61
676.0, 4.2912e+06,4.74202e+06,-5854.5,5304.39
677.0, 4.28535e+06,4.74733e+06,-5861.04,5297.16
678.0, 4.27948e+06,4.75263e+06,-5867.57,5289.93
679.0, 4.27362e+06,4.75792e+06,-5874.09,5282.69
680.0, 4.26774e+06,4.7632e+06,-5880.6,5275.44
681.0, 4.26186e+06,4.76847e+06,-5887.1,5268.18
682.0, 4.25598e+06,4.77374e+06,-5893.6,5260.91
683.0, 4.25008e+06,4.779e+06,-5900.08,5253.64
684.0, 4.24418e+06,4.78426e+06,-5906.56,5246.36
685.0, 4.23828e+06,4.7895e+06,-5913.03,5239.07
686.0, 4.23236e+06,4.79474e+06,-5919.48,5231.77
687.0, 4.22644e+06,4.79997e+06,-5925.93,5224.46
688.0, 4.22052e+06,4.8052e+06,-5932.37,5217.15
689.0, 4.21458e+06,4.81042e+06,-5938.8,5209.83
690.0, 4.20865e+06,4.81563e+06,-5945.23,5202.5
691.0, 4.2027e+06,4.82083e+06,-5951.64,5195.16
692.0, 4.19675e+06,4.82602e+06,-5958.04,5187.81
693.0, 4.19079e+06,4.83121e+06,-5964.44,5180.46
694.0, 4.18483e+06,4.83639e+06,-5970.82,5173.1
695.0, 4.17886e+06,4.84156e+06,-5977.2,5165.73
696.0, 4.17288e+06,4.84673e+06,-5983.57,5158.35
697.0, 4.16689e+06,4.85189e+06,-5989.92,5150.97
698.0, 4.1609e+06,4.85704e+06,-5996.27,5143.58
699.0, 4.15491e+06,4.86218e+06,-6002.61,5136.18
700.0, 4.14891e+06,4.86732e+06,-6008.94,5128.77
701.0, 4.1429e+06,4.87245e+06,-6015.27,5121.35
702.0, 4.13688e+06,4.87757e+06,-6021.58,5113.93
703.0, 4.13086e+06,4.88268e+06,-6027.88,5106.5
704.0, 4.12483e+06,4.88779e+06,-6034.17,5099.06
705.0, 4.1188e+06,4.89289e+06,-6040.46,5091.61
706.0, 4.11276e+06,4.89798e+06,-6046.73,5084.15
707.0, 4.10671e+06,4.90306e+06,-6053,5076.69
708.0, 4.10066e+06,4.90814e+06,-6059.26,5069.22
709.0, 4.0946e+06,4.91321e+06,-6065.51,5061.74
710.0, 4.08853e+06,4.91827e+06,-6071.74,5054.26
711.0, 4.08246e+06,4.92333e+06,-6077.97,5046.76
712.0, 4.07638e+06,4.92837e+06,-6084.19,5039.26
713.0, 4.0703e+06,4.93341e+06,-6090.4,5031.75
714.0, 4.06421e+06,4.93844e+06,-6096.61,5024.24
715.0, 4.05811e+06,4.94347e+06,-6102.8,5016.71
716.0, 4.05201e+06,4.94849e+06,-6108.98,5009.18
717.0, 4.0459e+06,4.95349e+06,-6115.15,5001.64
718.0, 4.03979e+06,4.9585e+06,-6121.32,4994.1
719.0, 4.03366e+06,4.96349e+06,-6127.47,4986.54
720.0, 4.02754e+06,4.96848e+06,-6133.62,4978.98
721.0, 4.0214e+06,4.97346e+06,-6139.75,4971.41
722.0, 4.01526e+06,4.97843e+06,-6145.88,4963.83
723.0, 4.00912e+06,4.98339e+06,-6152,4956.25
724.0, 4.00297e+06,4.98835e+06,-6158.1,4948.66
725.0, 3.99681e+06,4.9933e+06,-6164.2,4941.06
726.0, 3.99064e+06,4.99824e+06,-6170.29,4933.45
727.0, 3.98447e+06,5.00317e+06,-6176.37,4925.84
728.0, 3.9783e+06,5.0081e+06,-6182.44,4918.21
729.0, 3.97211e+06,5.01301e+06,-6188.5,4910.58
730.0, 3.96593e+06,5.01793e+06,-6194.55,4902.95
731.0, 3.95973e+06,5.02283e+06,-6200.6,4895.3
732.0, 3.95353e+06,5.02772e+06,-6206.63,4887.65
733.0, 3.94732e+06,5.03261e+06,-6212.65,4879.99
734.0, 3.94111e+06,5.03749e+06,-6218.66,4872.32
735.0, 3.93489e+06,5.04236e+06,-6224.67,4864.65
736.0, 3.92867e+06,5.04723e+06,-6230.66,4856.97
737.0, 3.92244e+06,5.05209e+06,-6236.65,4849.28
738.0, 3.9162e+06,5.05693e+06,-6242.62,4841.58
739.0, 3.90996e+06,5.06178e+06,-6248.59,4833.88
740.0, 3.90371e+06,5.06661e+06,-6254.55,4826.17
741.0, 3.89745e+06,5.07144e+06,-6260.49,4818.45
742.0, 3.89119e+06,5.07625e+06,-6266.43,4810.73
743.0, 3.88493e+06,5.08107e+06,-6272.36,4802.99
744.0, 3.87866e+06,5.08587e+06,-6278.27,4795.25
745.0, 3.87238e+06,5.09066e+06,-6284.18,4787.51
746.0, 3.86609e+06,5.09545e+06,-6290.08,4779.75
747.0, 3.8598e+06,5.10023e+06,-6295.97,4771.99
748.0, 3.85351e+06,5.105e+06,-6301.85,4764.22
749.0, 3.8472e+06,5.10977e+06,-6307.72,4756.44
750.0, 3.8409e+06,5.11452e+06,-6313.58,4748.66
751.0, 3.83458e+06,5.11927e+06,-6319.43,4740.87
752.0, 3.82826e+06,5.12401e+06,-6325.27,4733.07
753.0, 3.82194e+06,5.12875e+06,-6331.1,4725.27
754.0, 3.81561e+06,5.13347e+06,-6336.93,4717.45
755.0, 3.80927e+06,5.13819e+06,-6342.74,4709.63
756.0, 3.80293e+06,5.1429e+06,-6348.54,4701.81
757.0, 3.79658e+06,5.1476e+06,-6354.33,4693.97
758.0, 3.79023e+06,5.15229e+06,-6360.12,4686.13
759.0, 3.78386e+06,5.15698e+06,-6365.89,4678.28
760.0, 3.7775e+06,5.16166e+06,-6371.65,4670.43
761.0, 3.77113e+06,5.16633e+06,-6377.41,4662.57
762.0, 3.76475e+06,5.17099e+06,-6383.15,4654.7
763.0, 3.75837e+06,5.17565e+06,-6388.89,4646.82
764.0, 3.75198e+06,5.18029e+06,-6394.61,4638.94
765.0, 3.74558e+06,5.18493e+06,-6400.33,4631.05
766.0, 3.73918e+06,5.18956e+06,-6406.03,4623.15
767.0, 3.73278e+06,5.19419e+06,-6411.73,4615.24
768.0, 3.72637e+06,5.1988e+06,-6417.41,4607.33
769.0, 3.71995e+06,5.20341e+06,-6423.09,4599.41
770.0, 3.71352e+06,5.20801e+06,-6428.75,4591.49
771.0, 3.7071e+06,5.2126e+06,-6434.41,4583.56
772.0, 3.70066e+06,5.21718e+06,-6440.06,4575.62
773.0, 3.69422e+06,5.22176e+06,-6445.69,4567.67
774.0, 3.68778e+06,5.22633e+06,-6451.32,4559.72
775.0, 3.68132e+06,5.23089e+06,-6456.94,4551.76
776.0, 3.67487e+06,5.23544e+06,-6462.54,4543.79
777.0, 3.66841e+06,5.23998e+06,-6468.14,4535.82
778.0, 3.66194e+06,5.24452e+06,-6473.73,4527.84
779.0, 3.65546e+06,5.24905e+06,-6479.3,4519.85
780.0, 3.64898e+06,5.25357e+06,-6484.87,4511.85
781.0, 3.6425e+06,5.25808e+06,-6490.43,4503.85
782.0, 3.63601e+06,5.26258e+06,-6495.98,4495.84
783.0, 3.62951e+06,5.26708e+06,-6501.52,4487.83
784.0, 3.62301e+06,5.27156e+06,-6507.04,4479.81
785.0, 3.6165e+06,5.27604e+06,-6512.56,4471.78
786.0, 3.60999e+06,5.28052e+06,-6518.07,4463.74
787.0, 3.60347e+06,5.28498e+06,-6523.57,4455.7
788.0, 3.59695e+06,5.28944e+06,-6529.06,4447.65
789.0, 3.59042e+06,5.29388e+06,-6534.53,4439.6
790.0, 3.58389e+06,5.29832e+06,-6540,4431.53
791.0, 3.57735e+06,5.30275e+06,-6545.46,4423.46
792.0, 3.5708e+06,5.30718e+06,-6550.91,4415.39
793.0, 3.56425e+06,5.31159e+06,-6556.35,4407.31
794.0, 3.55769e+06,5.316e+06,-6561.77,4399.22
795.0, 3.55113e+06,5.3204e+06,-6567.19,4391.12
796.0, 3.54456e+06,5.32479e+06,-6572.6,4383.02
797.0, 3.53799e+06,5.32917e+06,-6578,4374.91
798.0, 3.53141e+06,5.33355e+06,-6583.39,4366.79
799.0, 3.52483e+06,5.33792e+06,-6588.76,4358.67
800.0, 3.51824e+06,5.34227e+06,-6594.13,4350.54
801.0, 3.51165e+06,5.34662e+06,-6599.49,4342.41
802.0, 3.50505e+06,5.35097e+06,-6604.84,4334.26
803.0, 3.49844e+06,5.3553e+06,-6610.18,4326.11
804.0, 3.49183e+06,5.35963e+06,-6615.5,4317.96
805.0, 3.48522e+06,5.36395e+06,-6620.82,4309.8
806.0, 3.4786e+06,5.36826e+06,-6626.13,4301.63
807.0, 3.47197e+06,5.37256e+06,-6631.43,4293.45
808.0, 3.46534e+06,5.37685e+06,-6636.71,4285.27
809.0, 3.4587e+06,5.38114e+06,-6641.99,4277.08
810.0, 3.45206e+06,5.38541e+06,-6647.26,4268.89
811.0, 3.44541e+06,5.38968e+06,-6652.51,4260.69
812.0, 3.43876e+06,5.39394e+06,-6657.76,4252.48
813.0, 3.4321e+06,5.39819e+06,-6663,4244.27
814.0, 3.42544e+06,5.40244e+06,-6668.22,4236.05
815.0, 3.41877e+06,5.40668e+06,-6673.44,4227.82
816.0, 3.4121e+06,5.4109e+06,-6678.65,4219.59
817.0, 3.40542e+06,5.41512e+06,-6683.84,4211.35
818.0, 3.39874e+06,5.41933e+06,-6689.03,4203.1
819.0, 3.39205e+06,5.42354e+06,-6694.2,4194.85
820.0, 3.38535e+06,5.42773e+06,-6699.37,4186.59
821.0, 3.37865e+06,5.43192e+06,-6704.52,4178.33
822.0, 3.37195e+06,5.4361e+06,-6709.67,4170.06
823.0, 3.36524e+06,5.44027e+06,-6714.8,4161.78
824.0, 3.35852e+06,5.44443e+06,-6719.93,4153.49
825.0, 3.3518e+06,5.44858e+06,-6725.04,4145.2
826.0, 3.34508e+06,5.45273e+06,-6730.14,4136.91
827.0, 3.33835e+06,5.45686e+06,-6735.24,4128.6
828.0, 3.33161e+06,5.46099e+06,-6740.32,4120.3
829.0, 3.32487e+06,5.46511e+06,-6745.39,4111.98
830.0, 3.31813e+06,5.46923e+06,-6750.46,4103.66
831.0, 3.31138e+06,5.47333e+06,-6755.51,4095.33
832.0, 3.30462e+06,5.47742e+06,-6760.55,4087
833.0, 3.29786e+06,5.48151e+06,-6765.58,4078.66
834.0, 3.2911e+06,5.48559e+06,-6770.6,4070.31
835.0, 3.28433e+06,5.48966e+06,-6775.61,4061.96
836.0, 3.27755e+06,5.49372e+06,-6780.61,4053.6
837.0, 3.27077e+06,5.49778e+06,-6785.6,4045.24
838.0, 3.26398e+06,5.50182e+06,-6790.58,4036.87
839.0, 3.25719e+06,5.50586e+06,-6795.55,4028.49
840.0, 3.2504e+06,5.50989e+06,-6800.51,4020.11
841.0, 3.2436e+06,5.51391e+06,-6805.46,4011.72
842.0, 3.23679e+06,5.51792e+06,-6810.4,4003.32
843.0, 3.22998e+06,5.52192e+06,-6815.33,3994.92
844.0, 3.22317e+06,5.52592e+06,-6820.25,3986.51
845.0, 3.21635e+06,5.5299e+06,-6825.15,3978.1
846.0, 3.20952e+06,5.53388e+06,-6830.05,3969.68
847.0, 3.20269e+06,5.53785e+06,-6834.94,3961.25
848.0, 3.19586e+06,5.54181e+06,-6839.81,3952.82
849.0, 3.18902e+06,5.54576e+06,-6844.68,3944.39
850.0, 3.18217e+06,5.54971e+06,-6849.53,3935.94
851.0, 3.17532e+06,5.55365e+06,-6854.38,3927.49
852.0, 3.16847e+06,5.55757e+06,-6859.21,3919.04
853.0, 3.16161e+06,5.56149e+06,-6864.04,3910.58
854.0, 3.15474e+06,5.5654e+06,-6868.85,3902.11
855.0, 3.14788e+06,5.5693e+06,-6873.65,3893.64
856.0, 3.141e+06,5.5732e+06,-6878.45,3885.16
857.0, 3.13412e+06,5.57708e+06,-6883.23,3876.67
858.0, 3.12724e+06,5.58096e+06,-6888,3868.18
859.0, 3.12035e+06,5.58483e+06,-6892.76,3859.69
860.0, 3.11346e+06,5.58869e+06,-6897.51,3851.18
861.0, 3.10656e+06,5.59254e+06,-6902.25,3842.68
862.0, 3.09966e+06,5.59638e+06,-6906.98,3834.16
863.0, 3.09275e+06,5.60022e+06,-6911.7,3825.64
864.0, 3.08584e+06,5.60404e+06,-6916.41,3817.12
865.0, 3.07892e+06,5.60786e+06,-6921.1,3808.59
866.0, 3.072e+06,5.61167e+06,-6925.79,3800.05
867.0, 3.06508e+06,5.61547e+06,-6930.47,3791.51
868.0, 3.05815e+06,5.61926e+06,-6935.13,3782.96
869.0, 3.05121e+06,5.62304e+06,-6939.79,3774.4
870.0, 3.04427e+06,5.62682e+06,-6944.43,3765.84
871.0, 3.03733e+06,5.63058e+06,-6949.07,3757.28
872.0, 3.03038e+06,5.63434e+06,-6953.69,3748.71
873.0, 3.02342e+06,5.63809e+06,-6958.31,3740.13
874.0, 3.01647e+06,5.64183e+06,-6962.91,3731.55
875.0, 3.0095e+06,5.64556e+06,-6967.5,3722.96
876.0, 3.00254e+06,5.64928e+06,-6972.08,3714.37
877.0, 2.99556e+06,5.653e+06,-6976.65,3705.77
878.0, 2.98859e+06,5.6567e+06,-6981.21,3697.16
879.0, 2.98161e+06,5.6604e+06,-6985.76,3688.55
880.0, 2.97462e+06,5.66409e+06,-6990.3,3679.93
881.0, 2.96763e+06,5.66777e+06,-6994.83,3671.31
882.0, 2.96064e+06,5.67144e+06,-6999.34,3662.68
883.0, 2.95364e+06,5.6751e+06,-7003.85,3654.05
884.0, 2.94663e+06,5.67876e+06,-7008.35,3645.41
885.0, 2.93962e+06,5.6824e+06,-7012.83,3636.77
886.0, 2.93261e+06,5.68604e+06,-7017.31,3628.12
887.0, 2.92559e+06,5.68967e+06,-7021.77,3619.46
888.0, 2.91857e+06,5.69329e+06,-7026.22,3610.8
889.0, 2.91155e+06,5.6969e+06,-7030.67,3602.14
890.0, 2.90451e+06,5.7005e+06,-7035.1,3593.47
891.0, 2.89748e+06,5.70409e+06,-7039.52,3584.79
892.0, 2.89044e+06,5.70768e+06,-7043.93,3576.11
893.0, 2.8834e+06,5.71125e+06,-7048.33,3567.42
894.0, 2.87635e+06,5.71482e+06,-7052.72,3558.73
895.0, 2.8693e+06,5.71838e+06,-7057.1,3550.03
896.0, 2.86224e+06,5.72193e+06,-7061.46,3541.33
897.0, 2.85518e+06,5.72547e+06,-7065.82,3532.62
